event_type,log_feature,volume,resource_type,severity_type
event_type 35,feature 312,9,resource_type 2,severity_type 2
event_type 35,feature 307,2,resource_type 2,severity_type 2
event_type 34,feature 315,1,resource_type 2,severity_type 2
event_type 21,feature 135,1,resource_type 2,severity_type 1
event_type 35,feature 134,1,resource_type 2,severity_type 1
event_type 42,feature 291,1,resource_type 2,severity_type 1
event_type 15,feature 203,3,resource_type 8,severity_type 2
event_type 44,feature 376,4,resource_type 2,severity_type 1
event_type 15,feature 193,9,resource_type 8,severity_type 1
event_type 35,feature 227,1,resource_type 8,severity_type 2
event_type 23,feature 306,5,resource_type 8,severity_type 2
event_type 15,feature 193,1,resource_type 8,severity_type 1
event_type 15,feature 193,1,resource_type 8,severity_type 1
event_type 23,feature 209,3,resource_type 8,severity_type 1
event_type 43,feature 374,3,resource_type 2,severity_type 4
event_type 34,feature 313,2,resource_type 2,severity_type 2
event_type 11,feature 219,1,resource_type 8,severity_type 1
event_type 35,feature 229,52,resource_type 2,severity_type 2
event_type 35,feature 314,28,resource_type 2,severity_type 2
event_type 54,feature 171,14,resource_type 8,severity_type 1
event_type 18,feature 339,1,resource_type 6,severity_type 1
event_type 2,feature 5,1,resource_type 1,severity_type 1
event_type 20,feature 134,1,resource_type 2,severity_type 1
event_type 18,feature 273,1,resource_type 8,severity_type 1
event_type 15,feature 193,1,resource_type 8,severity_type 1
event_type 35,feature 229,8,resource_type 2,severity_type 2
event_type 20,feature 232,2,resource_type 2,severity_type 1
event_type 11,feature 75,1,resource_type 2,severity_type 1
event_type 11,feature 203,23,resource_type 8,severity_type 1
event_type 35,feature 235,1,resource_type 2,severity_type 2
event_type 47,feature 285,207,resource_type 2,severity_type 1
event_type 34,feature 307,3,resource_type 8,severity_type 1
event_type 20,feature 307,1,resource_type 2,severity_type 1
event_type 34,feature 228,2,resource_type 2,severity_type 2
event_type 34,feature 312,3,resource_type 2,severity_type 2
event_type 34,feature 228,2,resource_type 2,severity_type 2
event_type 35,feature 312,5,resource_type 2,severity_type 2
event_type 15,feature 172,1,resource_type 8,severity_type 1
event_type 13,feature 305,1,resource_type 6,severity_type 1
event_type 35,feature 235,6,resource_type 2,severity_type 2
event_type 15,feature 80,2,resource_type 2,severity_type 1
event_type 35,feature 232,2,resource_type 2,severity_type 2
event_type 11,feature 51,2,resource_type 8,severity_type 1
event_type 11,feature 223,1,resource_type 8,severity_type 1
event_type 6,feature 55,3,resource_type 3,severity_type 1
event_type 11,feature 360,1,resource_type 8,severity_type 1
event_type 14,feature 345,4,resource_type 6,severity_type 1
event_type 5,feature 43,3,resource_type 1,severity_type 1
event_type 11,feature 195,2,resource_type 8,severity_type 1
event_type 42,feature 283,1,resource_type 2,severity_type 1
event_type 35,feature 219,1,resource_type 2,severity_type 1
event_type 13,feature 68,4,resource_type 8,severity_type 1
event_type 11,feature 163,5,resource_type 4,severity_type 1
event_type 14,feature 219,1,resource_type 4,severity_type 1
event_type 11,feature 193,4,resource_type 8,severity_type 1
event_type 11,feature 70,53,resource_type 8,severity_type 1
event_type 23,feature 47,2,resource_type 2,severity_type 1
event_type 11,feature 305,3,resource_type 7,severity_type 1
event_type 35,feature 301,1,resource_type 2,severity_type 2
event_type 34,feature 227,1,resource_type 2,severity_type 2
event_type 20,feature 219,1,resource_type 2,severity_type 1
event_type 15,feature 193,3,resource_type 8,severity_type 1
event_type 20,feature 53,1,resource_type 7,severity_type 1
event_type 22,feature 222,2,resource_type 7,severity_type 2
event_type 11,feature 193,3,resource_type 2,severity_type 1
event_type 11,feature 202,3,resource_type 8,severity_type 1
event_type 35,feature 313,1,resource_type 2,severity_type 4
event_type 34,feature 313,1,resource_type 2,severity_type 2
event_type 27,feature 240,1,resource_type 9,severity_type 4
event_type 34,feature 234,1,resource_type 2,severity_type 2
event_type 34,feature 233,2,resource_type 2,severity_type 2
event_type 35,feature 134,1,resource_type 2,severity_type 1
event_type 23,feature 134,1,resource_type 8,severity_type 1
event_type 15,feature 82,24,resource_type 2,severity_type 1
event_type 35,feature 312,5,resource_type 2,severity_type 2
event_type 35,feature 315,5,resource_type 2,severity_type 2
event_type 35,feature 134,1,resource_type 2,severity_type 1
event_type 22,feature 306,1,resource_type 6,severity_type 1
event_type 35,feature 312,4,resource_type 2,severity_type 2
event_type 34,feature 232,6,resource_type 2,severity_type 2
event_type 11,feature 68,1,resource_type 8,severity_type 1
event_type 15,feature 82,16,resource_type 1,severity_type 1
event_type 13,feature 222,5,resource_type 7,severity_type 1
event_type 6,feature 201,7,resource_type 8,severity_type 1
event_type 35,feature 310,6,resource_type 2,severity_type 2
event_type 20,feature 219,1,resource_type 2,severity_type 1
event_type 14,feature 48,1,resource_type 7,severity_type 1
event_type 11,feature 80,2,resource_type 8,severity_type 1
event_type 34,feature 235,2,resource_type 8,severity_type 1
event_type 35,feature 232,1,resource_type 2,severity_type 2
event_type 34,feature 301,2,resource_type 2,severity_type 1
event_type 11,feature 54,2,resource_type 8,severity_type 1
event_type 35,feature 229,43,resource_type 2,severity_type 2
event_type 35,feature 233,1,resource_type 2,severity_type 2
event_type 35,feature 233,80,resource_type 2,severity_type 2
event_type 34,feature 94,1,resource_type 2,severity_type 2
event_type 35,feature 232,6,resource_type 2,severity_type 2
event_type 35,feature 309,16,resource_type 2,severity_type 2
event_type 35,feature 230,1,resource_type 2,severity_type 2
event_type 20,feature 167,1,resource_type 8,severity_type 1
event_type 35,feature 313,4,resource_type 2,severity_type 2
event_type 35,feature 232,1,resource_type 8,severity_type 1
event_type 18,feature 54,1,resource_type 6,severity_type 1
event_type 34,feature 219,2,resource_type 2,severity_type 1
event_type 11,feature 203,4,resource_type 8,severity_type 1
event_type 15,feature 193,70,resource_type 8,severity_type 1
event_type 20,feature 134,1,resource_type 8,severity_type 1
event_type 14,feature 170,1,resource_type 8,severity_type 1
event_type 54,feature 203,15,resource_type 8,severity_type 1
event_type 11,feature 273,1,resource_type 6,severity_type 1
event_type 35,feature 312,11,resource_type 2,severity_type 2
event_type 11,feature 234,20,resource_type 8,severity_type 1
event_type 20,feature 82,39,resource_type 2,severity_type 1
event_type 34,feature 232,54,resource_type 2,severity_type 2
event_type 23,feature 345,1,resource_type 6,severity_type 1
event_type 35,feature 232,109,resource_type 2,severity_type 2
event_type 11,feature 44,1,resource_type 8,severity_type 1
event_type 35,feature 232,22,resource_type 2,severity_type 2
event_type 34,feature 312,31,resource_type 2,severity_type 2
event_type 11,feature 193,6,resource_type 8,severity_type 1
event_type 11,feature 169,1,resource_type 8,severity_type 1
event_type 34,feature 232,6,resource_type 2,severity_type 1
event_type 34,feature 232,2,resource_type 2,severity_type 2
event_type 11,feature 179,1,resource_type 6,severity_type 1
event_type 35,feature 314,1,resource_type 2,severity_type 2
event_type 35,feature 233,1,resource_type 2,severity_type 2
event_type 35,feature 301,1,resource_type 2,severity_type 1
event_type 39,feature 55,1,resource_type 5,severity_type 1
event_type 34,feature 234,2,resource_type 2,severity_type 2
event_type 11,feature 134,1,resource_type 8,severity_type 1
event_type 15,feature 219,4,resource_type 2,severity_type 1
event_type 13,feature 54,1,resource_type 4,severity_type 1
event_type 11,feature 94,1,resource_type 2,severity_type 1
event_type 35,feature 307,7,resource_type 2,severity_type 2
event_type 20,feature 82,5,resource_type 8,severity_type 1
event_type 13,feature 54,8,resource_type 6,severity_type 1
event_type 35,feature 313,1,resource_type 2,severity_type 2
event_type 15,feature 203,2,resource_type 8,severity_type 2
event_type 35,feature 312,2,resource_type 2,severity_type 2
event_type 54,feature 71,3,resource_type 2,severity_type 1
event_type 23,feature 345,1,resource_type 7,severity_type 1
event_type 15,feature 71,9,resource_type 8,severity_type 1
event_type 35,feature 313,33,resource_type 2,severity_type 2
event_type 34,feature 235,8,resource_type 2,severity_type 2
event_type 13,feature 68,2,resource_type 6,severity_type 1
event_type 11,feature 80,2,resource_type 8,severity_type 1
event_type 35,feature 301,1,resource_type 2,severity_type 1
event_type 11,feature 203,14,resource_type 8,severity_type 1
event_type 44,feature 376,10,resource_type 2,severity_type 1
event_type 35,feature 235,1,resource_type 2,severity_type 2
event_type 35,feature 232,35,resource_type 2,severity_type 2
event_type 20,feature 232,4,resource_type 2,severity_type 1
event_type 11,feature 172,4,resource_type 8,severity_type 1
event_type 35,feature 315,3,resource_type 2,severity_type 2
event_type 20,feature 134,1,resource_type 2,severity_type 1
event_type 54,feature 82,8,resource_type 8,severity_type 1
event_type 34,feature 232,2,resource_type 2,severity_type 2
event_type 11,feature 146,1,resource_type 8,severity_type 1
event_type 46,feature 135,1,resource_type 2,severity_type 1
event_type 14,feature 350,1,resource_type 7,severity_type 1
event_type 34,feature 211,1,resource_type 2,severity_type 1
event_type 35,feature 228,1,resource_type 2,severity_type 2
event_type 11,feature 160,8,resource_type 2,severity_type 1
event_type 34,feature 310,24,resource_type 2,severity_type 2
event_type 11,feature 118,1,resource_type 8,severity_type 1
event_type 23,feature 54,4,resource_type 2,severity_type 1
event_type 42,feature 376,8,resource_type 2,severity_type 1
event_type 35,feature 357,1,resource_type 2,severity_type 4
event_type 15,feature 203,3,resource_type 2,severity_type 1
event_type 34,feature 134,2,resource_type 2,severity_type 1
event_type 11,feature 71,6,resource_type 8,severity_type 1
event_type 14,feature 47,4,resource_type 8,severity_type 1
event_type 35,feature 313,3,resource_type 2,severity_type 2
event_type 11,feature 170,2,resource_type 8,severity_type 1
event_type 54,feature 56,7,resource_type 8,severity_type 1
event_type 11,feature 163,7,resource_type 8,severity_type 1
event_type 34,feature 312,4,resource_type 2,severity_type 2
event_type 35,feature 232,1,resource_type 2,severity_type 2
event_type 23,feature 222,1,resource_type 7,severity_type 1
event_type 35,feature 232,2,resource_type 2,severity_type 2
event_type 15,feature 71,13,resource_type 8,severity_type 1
event_type 35,feature 309,26,resource_type 2,severity_type 2
event_type 22,feature 304,1,resource_type 4,severity_type 1
event_type 35,feature 233,4,resource_type 2,severity_type 2
event_type 45,feature 291,1,resource_type 2,severity_type 1
event_type 30,feature 219,1,resource_type 2,severity_type 1
event_type 40,feature 10,3,resource_type 2,severity_type 1
event_type 11,feature 73,4,resource_type 8,severity_type 1
event_type 35,feature 313,8,resource_type 2,severity_type 2
event_type 11,feature 134,1,resource_type 2,severity_type 1
event_type 35,feature 233,2,resource_type 2,severity_type 2
event_type 11,feature 170,1,resource_type 4,severity_type 1
event_type 35,feature 312,2,resource_type 2,severity_type 2
event_type 15,feature 82,14,resource_type 8,severity_type 2
event_type 35,feature 235,2,resource_type 2,severity_type 2
event_type 54,feature 71,6,resource_type 8,severity_type 1
event_type 13,feature 306,2,resource_type 8,severity_type 1
event_type 35,feature 232,97,resource_type 2,severity_type 2
event_type 22,feature 170,1,resource_type 6,severity_type 1
event_type 20,feature 206,3,resource_type 8,severity_type 1
event_type 35,feature 314,13,resource_type 2,severity_type 2
event_type 35,feature 227,1,resource_type 2,severity_type 2
event_type 34,feature 211,1,resource_type 2,severity_type 1
event_type 20,feature 315,1,resource_type 2,severity_type 1
event_type 35,feature 227,2,resource_type 2,severity_type 2
event_type 35,feature 233,37,resource_type 2,severity_type 2
event_type 34,feature 232,5,resource_type 2,severity_type 2
event_type 15,feature 219,1,resource_type 8,severity_type 1
event_type 34,feature 233,4,resource_type 2,severity_type 2
event_type 34,feature 234,10,resource_type 2,severity_type 2
event_type 11,feature 203,10,resource_type 8,severity_type 1
event_type 44,feature 375,6,resource_type 2,severity_type 1
event_type 13,feature 241,2,resource_type 6,severity_type 1
event_type 11,feature 315,2,resource_type 8,severity_type 1
event_type 11,feature 54,1,resource_type 8,severity_type 1
event_type 23,feature 222,1,resource_type 8,severity_type 1
event_type 11,feature 310,1,resource_type 2,severity_type 1
event_type 35,feature 313,13,resource_type 2,severity_type 2
event_type 18,feature 247,1,resource_type 8,severity_type 1
event_type 23,feature 53,1,resource_type 7,severity_type 1
event_type 13,feature 345,1,resource_type 8,severity_type 1
event_type 35,feature 307,1,resource_type 2,severity_type 2
event_type 11,feature 68,2,resource_type 6,severity_type 1
event_type 34,feature 313,3,resource_type 2,severity_type 2
event_type 34,feature 234,2,resource_type 2,severity_type 2
event_type 5,feature 82,64,resource_type 8,severity_type 1
event_type 35,feature 309,22,resource_type 2,severity_type 2
event_type 34,feature 219,1,resource_type 2,severity_type 1
event_type 11,feature 304,1,resource_type 7,severity_type 1
event_type 11,feature 94,1,resource_type 8,severity_type 1
event_type 35,feature 232,2,resource_type 2,severity_type 2
event_type 22,feature 87,1,resource_type 7,severity_type 1
event_type 13,feature 273,1,resource_type 6,severity_type 1
event_type 35,feature 235,2,resource_type 2,severity_type 2
event_type 34,feature 312,2,resource_type 2,severity_type 2
event_type 35,feature 232,99,resource_type 2,severity_type 2
event_type 11,feature 71,2,resource_type 8,severity_type 1
event_type 35,feature 312,1,resource_type 2,severity_type 2
event_type 34,feature 233,5,resource_type 8,severity_type 2
event_type 11,feature 55,1,resource_type 8,severity_type 1
event_type 35,feature 229,1,resource_type 2,severity_type 2
event_type 34,feature 309,1,resource_type 2,severity_type 2
event_type 7,feature 207,1,resource_type 8,severity_type 1
event_type 34,feature 211,1,resource_type 8,severity_type 1
event_type 35,feature 308,4,resource_type 2,severity_type 2
event_type 11,feature 71,3,resource_type 8,severity_type 1
event_type 15,feature 82,12,resource_type 8,severity_type 2
event_type 34,feature 315,229,resource_type 2,severity_type 2
event_type 34,feature 235,2,resource_type 2,severity_type 2
event_type 15,feature 203,2,resource_type 8,severity_type 1
event_type 34,feature 307,1,resource_type 2,severity_type 2
event_type 11,feature 70,5,resource_type 8,severity_type 1
event_type 35,feature 94,1,resource_type 2,severity_type 1
event_type 11,feature 195,1,resource_type 8,severity_type 1
event_type 22,feature 47,2,resource_type 6,severity_type 1
event_type 11,feature 312,2,resource_type 2,severity_type 2
event_type 35,feature 312,25,resource_type 2,severity_type 2
event_type 20,feature 47,2,resource_type 8,severity_type 1
event_type 28,feature 240,1,resource_type 3,severity_type 1
event_type 11,feature 171,1,resource_type 8,severity_type 2
event_type 15,feature 82,14,resource_type 8,severity_type 2
event_type 23,feature 223,1,resource_type 8,severity_type 1
event_type 34,feature 235,5,resource_type 2,severity_type 2
event_type 15,feature 64,1,resource_type 1,severity_type 1
event_type 11,feature 193,3,resource_type 8,severity_type 1
event_type 35,feature 314,1,resource_type 2,severity_type 2
event_type 23,feature 134,1,resource_type 4,severity_type 1
event_type 35,feature 232,1,resource_type 2,severity_type 2
event_type 23,feature 134,2,resource_type 7,severity_type 1
event_type 34,feature 312,1,resource_type 8,severity_type 1
event_type 15,feature 80,2,resource_type 8,severity_type 1
event_type 34,feature 312,5,resource_type 2,severity_type 2
event_type 37,feature 365,1,resource_type 2,severity_type 3
event_type 11,feature 82,12,resource_type 8,severity_type 1
event_type 23,feature 163,2,resource_type 7,severity_type 1
event_type 34,feature 232,1,resource_type 2,severity_type 2
event_type 15,feature 82,5,resource_type 8,severity_type 2
event_type 11,feature 82,4,resource_type 8,severity_type 1
event_type 23,feature 223,2,resource_type 4,severity_type 2
event_type 46,feature 219,1,resource_type 2,severity_type 1
event_type 11,feature 306,3,resource_type 6,severity_type 1
event_type 10,feature 276,1,resource_type 9,severity_type 1
event_type 22,feature 54,8,resource_type 7,severity_type 1
event_type 34,feature 309,1,resource_type 2,severity_type 2
event_type 50,feature 368,94,resource_type 2,severity_type 1
event_type 34,feature 232,4,resource_type 2,severity_type 2
event_type 35,feature 221,1,resource_type 2,severity_type 1
event_type 11,feature 232,2,resource_type 2,severity_type 1
event_type 11,feature 203,16,resource_type 8,severity_type 1
event_type 11,feature 209,2,resource_type 8,severity_type 1
event_type 42,feature 376,4,resource_type 2,severity_type 1
event_type 34,feature 312,2,resource_type 2,severity_type 2
event_type 11,feature 71,3,resource_type 8,severity_type 1
event_type 34,feature 94,1,resource_type 2,severity_type 2
event_type 35,feature 313,2,resource_type 2,severity_type 2
event_type 34,feature 234,11,resource_type 2,severity_type 2
event_type 11,feature 305,6,resource_type 10,severity_type 1
event_type 35,feature 314,8,resource_type 2,severity_type 2
event_type 34,feature 312,1,resource_type 2,severity_type 2
event_type 19,feature 298,1,resource_type 8,severity_type 1
event_type 35,feature 301,1,resource_type 2,severity_type 1
event_type 35,feature 232,1,resource_type 2,severity_type 2
event_type 11,feature 70,1,resource_type 8,severity_type 1
event_type 42,feature 376,3,resource_type 2,severity_type 2
event_type 44,feature 375,12,resource_type 2,severity_type 1
event_type 11,feature 195,8,resource_type 8,severity_type 1
event_type 34,feature 307,2,resource_type 2,severity_type 2
event_type 15,feature 71,6,resource_type 2,severity_type 1
event_type 35,feature 315,12,resource_type 2,severity_type 2
event_type 20,feature 312,1,resource_type 2,severity_type 1
event_type 10,feature 319,1,resource_type 3,severity_type 1
event_type 15,feature 203,10,resource_type 2,severity_type 1
event_type 11,feature 170,8,resource_type 8,severity_type 1
event_type 35,feature 312,2,resource_type 2,severity_type 4
event_type 11,feature 56,1,resource_type 8,severity_type 1
event_type 35,feature 312,35,resource_type 2,severity_type 2
event_type 34,feature 313,2,resource_type 2,severity_type 2
event_type 15,feature 80,16,resource_type 8,severity_type 2
event_type 13,feature 322,1,resource_type 8,severity_type 1
event_type 11,feature 223,2,resource_type 10,severity_type 1
event_type 35,feature 232,2,resource_type 2,severity_type 2
event_type 11,feature 170,2,resource_type 8,severity_type 1
event_type 35,feature 313,2,resource_type 2,severity_type 2
event_type 11,feature 223,1,resource_type 4,severity_type 1
event_type 35,feature 211,1,resource_type 2,severity_type 1
event_type 6,feature 207,1,resource_type 1,severity_type 1
event_type 54,feature 201,1,resource_type 8,severity_type 1
event_type 23,feature 47,1,resource_type 8,severity_type 1
event_type 20,feature 301,1,resource_type 2,severity_type 1
event_type 34,feature 307,1,resource_type 2,severity_type 2
event_type 13,feature 68,3,resource_type 6,severity_type 1
event_type 34,feature 313,5,resource_type 2,severity_type 1
event_type 13,feature 170,154,resource_type 7,severity_type 1
event_type 22,feature 75,1,resource_type 6,severity_type 1
event_type 11,feature 206,1,resource_type 8,severity_type 1
event_type 35,feature 211,1,resource_type 8,severity_type 1
event_type 20,feature 378,6,resource_type 2,severity_type 1
event_type 7,feature 172,3,resource_type 1,severity_type 1
event_type 35,feature 227,1,resource_type 2,severity_type 1
event_type 35,feature 235,1,resource_type 2,severity_type 2
event_type 11,feature 54,10,resource_type 8,severity_type 1
event_type 11,feature 170,1,resource_type 8,severity_type 1
event_type 35,feature 235,3,resource_type 2,severity_type 2
event_type 44,feature 283,4,resource_type 2,severity_type 1
event_type 15,feature 82,5,resource_type 8,severity_type 2
event_type 22,feature 345,1,resource_type 4,severity_type 1
event_type 11,feature 195,83,resource_type 8,severity_type 1
event_type 34,feature 228,1,resource_type 2,severity_type 2
event_type 15,feature 203,18,resource_type 8,severity_type 2
event_type 22,feature 197,2,resource_type 7,severity_type 4
event_type 42,feature 283,34,resource_type 2,severity_type 1
event_type 11,feature 341,1,resource_type 8,severity_type 1
event_type 15,feature 56,1,resource_type 8,severity_type 1
event_type 34,feature 313,12,resource_type 2,severity_type 1
event_type 20,feature 345,1,resource_type 8,severity_type 1
event_type 2,feature 54,1,resource_type 9,severity_type 1
event_type 15,feature 201,1,resource_type 8,severity_type 2
event_type 13,feature 273,1,resource_type 8,severity_type 1
event_type 21,feature 135,1,resource_type 2,severity_type 1
event_type 11,feature 180,1,resource_type 7,severity_type 1
event_type 35,feature 309,52,resource_type 2,severity_type 2
event_type 23,feature 273,1,resource_type 7,severity_type 1
event_type 11,feature 82,12,resource_type 8,severity_type 1
event_type 15,feature 71,1,resource_type 8,severity_type 1
event_type 35,feature 219,1,resource_type 2,severity_type 1
event_type 35,feature 231,4,resource_type 2,severity_type 2
event_type 35,feature 307,1,resource_type 2,severity_type 1
event_type 35,feature 233,4,resource_type 2,severity_type 2
event_type 15,feature 71,2,resource_type 8,severity_type 2
event_type 43,feature 376,4,resource_type 2,severity_type 1
event_type 34,feature 233,1,resource_type 2,severity_type 2
event_type 11,feature 203,2,resource_type 8,severity_type 1
event_type 45,feature 375,6,resource_type 2,severity_type 1
event_type 34,feature 233,4,resource_type 2,severity_type 2
event_type 10,feature 35,1,resource_type 3,severity_type 1
event_type 35,feature 307,4,resource_type 2,severity_type 2
event_type 35,feature 181,1,resource_type 8,severity_type 2
event_type 35,feature 314,1,resource_type 2,severity_type 2
event_type 35,feature 134,2,resource_type 2,severity_type 1
event_type 11,feature 54,3,resource_type 8,severity_type 1
event_type 35,feature 312,1,resource_type 2,severity_type 2
event_type 34,feature 234,25,resource_type 2,severity_type 2
event_type 35,feature 233,1,resource_type 2,severity_type 2
event_type 20,feature 312,3,resource_type 2,severity_type 1
event_type 42,feature 376,40,resource_type 2,severity_type 1
event_type 11,feature 273,2,resource_type 6,severity_type 1
event_type 13,feature 345,1,resource_type 8,severity_type 1
event_type 24,feature 75,1,resource_type 4,severity_type 1
event_type 44,feature 375,1,resource_type 2,severity_type 1
event_type 34,feature 312,1,resource_type 2,severity_type 2
event_type 45,feature 291,48,resource_type 2,severity_type 1
event_type 20,feature 134,1,resource_type 3,severity_type 1
event_type 15,feature 203,13,resource_type 8,severity_type 2
event_type 50,feature 289,1,resource_type 2,severity_type 1
event_type 11,feature 307,1,resource_type 8,severity_type 1
event_type 23,feature 223,2,resource_type 6,severity_type 1
event_type 34,feature 232,2,resource_type 2,severity_type 2
event_type 23,feature 345,1,resource_type 7,severity_type 1
event_type 34,feature 233,1,resource_type 2,severity_type 2
event_type 15,feature 203,24,resource_type 8,severity_type 2
event_type 11,feature 203,17,resource_type 8,severity_type 1
event_type 22,feature 13,1,resource_type 2,severity_type 1
event_type 35,feature 237,1,resource_type 8,severity_type 1
event_type 44,feature 375,9,resource_type 2,severity_type 1
event_type 34,feature 313,6,resource_type 2,severity_type 2
event_type 34,feature 232,1,resource_type 2,severity_type 2
event_type 23,feature 197,1,resource_type 7,severity_type 2
event_type 34,feature 44,1,resource_type 8,severity_type 1
event_type 35,feature 232,12,resource_type 2,severity_type 2
event_type 42,feature 283,2,resource_type 2,severity_type 1
event_type 34,feature 233,1,resource_type 2,severity_type 2
event_type 6,feature 68,14,resource_type 1,severity_type 1
event_type 11,feature 71,3,resource_type 8,severity_type 1
event_type 34,feature 315,1,resource_type 2,severity_type 2
event_type 23,feature 222,2,resource_type 2,severity_type 1
event_type 20,feature 305,1,resource_type 4,severity_type 1
event_type 35,feature 94,1,resource_type 2,severity_type 1
event_type 11,feature 322,1,resource_type 6,severity_type 1
event_type 14,feature 10,3,resource_type 4,severity_type 1
event_type 34,feature 315,1,resource_type 2,severity_type 2
event_type 14,feature 68,1,resource_type 7,severity_type 1
event_type 11,feature 237,2,resource_type 2,severity_type 1
event_type 15,feature 203,4,resource_type 8,severity_type 2
event_type 34,feature 313,7,resource_type 2,severity_type 2
event_type 35,feature 312,1,resource_type 2,severity_type 2
event_type 35,feature 313,1,resource_type 2,severity_type 2
event_type 15,feature 82,16,resource_type 8,severity_type 2
event_type 35,feature 313,98,resource_type 2,severity_type 2
event_type 34,feature 307,1,resource_type 2,severity_type 2
event_type 35,feature 234,2,resource_type 2,severity_type 2
event_type 20,feature 358,1,resource_type 2,severity_type 1
event_type 23,feature 306,4,resource_type 7,severity_type 1
event_type 15,feature 80,2,resource_type 8,severity_type 2
event_type 44,feature 375,1,resource_type 2,severity_type 1
event_type 11,feature 205,1,resource_type 8,severity_type 1
event_type 29,feature 98,5,resource_type 3,severity_type 1
event_type 15,feature 193,3,resource_type 8,severity_type 1
event_type 35,feature 312,7,resource_type 2,severity_type 2
event_type 11,feature 193,34,resource_type 8,severity_type 1
event_type 35,feature 236,1,resource_type 2,severity_type 2
event_type 22,feature 68,1,resource_type 8,severity_type 1
event_type 11,feature 206,2,resource_type 8,severity_type 1
event_type 34,feature 312,1,resource_type 2,severity_type 2
event_type 15,feature 68,133,resource_type 1,severity_type 1
event_type 13,feature 54,55,resource_type 6,severity_type 1
event_type 35,feature 232,3,resource_type 2,severity_type 2
event_type 15,feature 82,152,resource_type 8,severity_type 1
event_type 20,feature 312,1,resource_type 2,severity_type 1
event_type 14,feature 134,1,resource_type 7,severity_type 1
event_type 24,feature 47,2,resource_type 8,severity_type 1
event_type 11,feature 193,6,resource_type 8,severity_type 1
event_type 11,feature 82,14,resource_type 8,severity_type 1
event_type 34,feature 228,65,resource_type 2,severity_type 2
event_type 15,feature 80,7,resource_type 2,severity_type 1
event_type 35,feature 235,1,resource_type 2,severity_type 2
event_type 23,feature 305,1,resource_type 7,severity_type 2
event_type 15,feature 82,19,resource_type 8,severity_type 2
event_type 35,feature 189,1,resource_type 2,severity_type 1
event_type 34,feature 232,23,resource_type 2,severity_type 2
event_type 15,feature 71,1,resource_type 8,severity_type 1
event_type 35,feature 235,1,resource_type 2,severity_type 2
event_type 11,feature 80,1,resource_type 8,severity_type 1
event_type 11,feature 354,2,resource_type 8,severity_type 1
event_type 34,feature 310,1,resource_type 2,severity_type 2
event_type 11,feature 207,1,resource_type 8,severity_type 1
event_type 22,feature 306,2,resource_type 8,severity_type 2
event_type 15,feature 82,2,resource_type 8,severity_type 2
event_type 11,feature 201,5,resource_type 8,severity_type 1
event_type 13,feature 170,1,resource_type 6,severity_type 1
event_type 35,feature 228,2,resource_type 2,severity_type 2
event_type 35,feature 313,11,resource_type 2,severity_type 2
event_type 54,feature 203,22,resource_type 2,severity_type 1
event_type 35,feature 312,3,resource_type 2,severity_type 2
event_type 29,feature 132,4,resource_type 9,severity_type 1
event_type 34,feature 312,3,resource_type 2,severity_type 2
event_type 11,feature 273,3,resource_type 7,severity_type 1
event_type 35,feature 312,1,resource_type 2,severity_type 2
event_type 11,feature 345,2,resource_type 6,severity_type 1
event_type 11,feature 70,5,resource_type 8,severity_type 1
event_type 15,feature 82,32,resource_type 8,severity_type 2
event_type 35,feature 219,1,resource_type 2,severity_type 1
event_type 11,feature 55,20,resource_type 8,severity_type 1
event_type 34,feature 232,19,resource_type 2,severity_type 2
event_type 15,feature 82,1,resource_type 8,severity_type 2
event_type 11,feature 188,1,resource_type 8,severity_type 1
event_type 35,feature 231,8,resource_type 2,severity_type 2
event_type 35,feature 160,2,resource_type 8,severity_type 1
event_type 20,feature 312,3,resource_type 2,severity_type 1
event_type 35,feature 232,7,resource_type 2,severity_type 2
event_type 11,feature 203,2,resource_type 8,severity_type 1
event_type 42,feature 283,3,resource_type 2,severity_type 1
event_type 35,feature 229,1,resource_type 2,severity_type 2
event_type 11,feature 47,2,resource_type 4,severity_type 1
event_type 20,feature 134,1,resource_type 2,severity_type 1
event_type 15,feature 56,237,resource_type 8,severity_type 1
event_type 35,feature 307,3,resource_type 2,severity_type 2
event_type 54,feature 201,2,resource_type 2,severity_type 1
event_type 11,feature 73,98,resource_type 8,severity_type 1
event_type 15,feature 71,1,resource_type 8,severity_type 1
event_type 35,feature 312,38,resource_type 2,severity_type 2
event_type 35,feature 315,2,resource_type 2,severity_type 2
event_type 34,feature 227,1,resource_type 2,severity_type 2
event_type 34,feature 313,26,resource_type 2,severity_type 2
event_type 34,feature 229,55,resource_type 2,severity_type 2
event_type 7,feature 201,15,resource_type 1,severity_type 1
event_type 35,feature 235,1,resource_type 8,severity_type 2
event_type 35,feature 313,66,resource_type 2,severity_type 2
event_type 13,feature 68,23,resource_type 8,severity_type 1
event_type 11,feature 353,1,resource_type 8,severity_type 1
event_type 35,feature 312,9,resource_type 2,severity_type 2
event_type 11,feature 85,1,resource_type 8,severity_type 1
event_type 14,feature 146,1,resource_type 4,severity_type 1
event_type 54,feature 360,2,resource_type 2,severity_type 2
event_type 11,feature 179,1,resource_type 6,severity_type 1
event_type 34,feature 312,3,resource_type 2,severity_type 2
event_type 13,feature 68,31,resource_type 8,severity_type 1
event_type 11,feature 181,1,resource_type 2,severity_type 1
