id,event_type,log_feature,volume,resource_type,severity_type
4246,event_type 35,feature 307,1,resource_type 2,severity_type 4
5989,event_type 38,feature 183,2,resource_type 8,severity_type 1
2711,event_type 20,feature 312,4,resource_type 2,severity_type 1
8275,event_type 11,feature 54,1,resource_type 6,severity_type 1
17772,event_type 35,feature 117,1,resource_type 2,severity_type 1
3175,event_type 35,feature 227,1,resource_type 2,severity_type 2
5171,event_type 35,feature 233,1,resource_type 2,severity_type 2
13109,event_type 34,feature 312,4,resource_type 2,severity_type 2
15486,event_type 11,feature 71,1,resource_type 8,severity_type 1
660,event_type 34,feature 307,1,resource_type 2,severity_type 2
9321,event_type 34,feature 230,33,resource_type 2,severity_type 2
7719,event_type 11,feature 201,1,resource_type 8,severity_type 1
9962,event_type 15,feature 82,12,resource_type 8,severity_type 2
13265,event_type 35,feature 232,38,resource_type 2,severity_type 2
7332,event_type 35,feature 232,1,resource_type 8,severity_type 1
7793,event_type 34,feature 307,2,resource_type 2,severity_type 2
14714,event_type 35,feature 232,2,resource_type 2,severity_type 2
7138,event_type 35,feature 160,4,resource_type 8,severity_type 1
7035,event_type 15,feature 203,4,resource_type 8,severity_type 1
5727,event_type 35,feature 232,25,resource_type 2,severity_type 2
16131,event_type 44,feature 283,2,resource_type 2,severity_type 1
16247,event_type 35,feature 232,2,resource_type 2,severity_type 2
8038,event_type 11,feature 41,1,resource_type 8,severity_type 1
13147,event_type 11,feature 191,1,resource_type 8,severity_type 1
13071,event_type 11,feature 80,2,resource_type 8,severity_type 1
10629,event_type 35,feature 219,1,resource_type 2,severity_type 1
4120,event_type 14,feature 345,2,resource_type 8,severity_type 1
7350,event_type 6,feature 198,1,resource_type 8,severity_type 1
14485,event_type 11,feature 312,2,resource_type 2,severity_type 1
4223,event_type 34,feature 312,8,resource_type 2,severity_type 2
5183,event_type 20,feature 134,2,resource_type 2,severity_type 1
11595,event_type 23,feature 48,1,resource_type 7,severity_type 1
17788,event_type 34,feature 227,1,resource_type 2,severity_type 2
11698,event_type 13,feature 179,2,resource_type 8,severity_type 1
9393,event_type 34,feature 314,39,resource_type 2,severity_type 2
9376,event_type 35,feature 227,1,resource_type 2,severity_type 1
18039,event_type 11,feature 223,1,resource_type 7,severity_type 2
2311,event_type 11,feature 313,5,resource_type 8,severity_type 1
1472,event_type 34,feature 314,34,resource_type 2,severity_type 2
5157,event_type 47,feature 289,16,resource_type 2,severity_type 1
1795,event_type 11,feature 219,1,resource_type 8,severity_type 1
15410,event_type 11,feature 304,1,resource_type 4,severity_type 1
2708,event_type 21,feature 135,1,resource_type 2,severity_type 1
10138,event_type 35,feature 316,1,resource_type 2,severity_type 2
15410,event_type 20,feature 170,1,resource_type 4,severity_type 1
17175,event_type 35,feature 232,3,resource_type 2,severity_type 2
3730,event_type 11,feature 76,2,resource_type 8,severity_type 1
3072,event_type 34,feature 312,17,resource_type 2,severity_type 2
15615,event_type 15,feature 80,2,resource_type 8,severity_type 1
12977,event_type 34,feature 312,6,resource_type 2,severity_type 2
6641,event_type 35,feature 232,50,resource_type 2,severity_type 2
11193,event_type 43,feature 283,1,resource_type 2,severity_type 1
5982,event_type 23,feature 134,1,resource_type 7,severity_type 1
15097,event_type 11,feature 54,1,resource_type 8,severity_type 2
11696,event_type 14,feature 88,1,resource_type 2,severity_type 1
15361,event_type 34,feature 315,1,resource_type 2,severity_type 2
3742,event_type 23,feature 219,1,resource_type 2,severity_type 1
17795,event_type 34,feature 227,15,resource_type 8,severity_type 1
16845,event_type 15,feature 71,2,resource_type 8,severity_type 1
2305,event_type 28,feature 134,1,resource_type 3,severity_type 1
18232,event_type 35,feature 312,10,resource_type 2,severity_type 2
4401,event_type 22,feature 170,1,resource_type 7,severity_type 1
1809,event_type 34,feature 232,1,resource_type 2,severity_type 2
4149,event_type 15,feature 71,3,resource_type 8,severity_type 1
3496,event_type 35,feature 312,1,resource_type 2,severity_type 2
3745,event_type 11,feature 160,1,resource_type 8,severity_type 1
11710,event_type 35,feature 220,1,resource_type 8,severity_type 1
17027,event_type 11,feature 193,1,resource_type 8,severity_type 1
1861,event_type 11,feature 197,4,resource_type 8,severity_type 1
8856,event_type 23,feature 306,9,resource_type 7,severity_type 2
14989,event_type 34,feature 232,52,resource_type 2,severity_type 2
12780,event_type 14,feature 54,1,resource_type 4,severity_type 1
14084,event_type 34,feature 315,1,resource_type 2,severity_type 2
14846,event_type 42,feature 368,8,resource_type 2,severity_type 1
16989,event_type 15,feature 141,2,resource_type 1,severity_type 1
3111,event_type 11,feature 55,8,resource_type 8,severity_type 1
9953,event_type 35,feature 312,52,resource_type 2,severity_type 2
15355,event_type 10,feature 153,2,resource_type 3,severity_type 5
18258,event_type 15,feature 71,3,resource_type 8,severity_type 1
4762,event_type 11,feature 167,1,resource_type 8,severity_type 1
12393,event_type 22,feature 306,3,resource_type 8,severity_type 2
313,event_type 11,feature 170,1,resource_type 8,severity_type 1
13751,event_type 13,feature 273,2,resource_type 8,severity_type 1
15045,event_type 11,feature 70,3,resource_type 8,severity_type 1
6212,event_type 34,feature 308,2,resource_type 2,severity_type 1
4221,event_type 34,feature 233,6,resource_type 2,severity_type 2
17407,event_type 34,feature 308,1,resource_type 2,severity_type 2
2007,event_type 35,feature 232,1,resource_type 2,severity_type 2
18392,event_type 35,feature 313,3,resource_type 2,severity_type 2
15585,event_type 34,feature 232,6,resource_type 2,severity_type 2
17938,event_type 34,feature 312,1,resource_type 2,severity_type 2
12612,event_type 34,feature 233,1,resource_type 2,severity_type 2
16224,event_type 21,feature 141,1,resource_type 2,severity_type 1
3183,event_type 11,feature 273,2,resource_type 7,severity_type 1
16873,event_type 15,feature 71,5,resource_type 8,severity_type 2
13763,event_type 15,feature 74,1,resource_type 8,severity_type 1
6408,event_type 34,feature 315,4,resource_type 2,severity_type 2
469,event_type 34,feature 228,30,resource_type 2,severity_type 2
13031,event_type 34,feature 307,1,resource_type 2,severity_type 2
4266,event_type 11,feature 75,1,resource_type 8,severity_type 1
15888,event_type 35,feature 312,5,resource_type 2,severity_type 2
2305,event_type 54,feature 276,1,resource_type 9,severity_type 1
15390,event_type 35,feature 232,2,resource_type 2,severity_type 2
11570,event_type 42,feature 290,1,resource_type 2,severity_type 1
4066,event_type 11,feature 202,18,resource_type 8,severity_type 2
4199,event_type 35,feature 181,1,resource_type 8,severity_type 2
12367,event_type 11,feature 62,1,resource_type 8,severity_type 1
16816,event_type 14,feature 170,1,resource_type 8,severity_type 2
11778,event_type 15,feature 63,2,resource_type 8,severity_type 1
13020,event_type 35,feature 219,1,resource_type 2,severity_type 1
11421,event_type 20,feature 195,1,resource_type 2,severity_type 1
260,event_type 15,feature 82,8,resource_type 8,severity_type 2
5326,event_type 50,feature 285,149,resource_type 2,severity_type 1
1936,event_type 35,feature 313,2,resource_type 2,severity_type 2
2224,event_type 11,feature 55,9,resource_type 8,severity_type 1
11648,event_type 11,feature 345,2,resource_type 6,severity_type 1
8227,event_type 15,feature 71,1,resource_type 8,severity_type 1
3167,event_type 13,feature 273,1,resource_type 6,severity_type 1
10488,event_type 35,feature 232,3,resource_type 2,severity_type 2
17208,event_type 22,feature 170,2,resource_type 8,severity_type 1
3615,event_type 11,feature 68,2,resource_type 8,severity_type 1
12575,event_type 35,feature 313,10,resource_type 2,severity_type 2
810,event_type 54,feature 362,2,resource_type 2,severity_type 4
17315,event_type 34,feature 44,2,resource_type 2,severity_type 1
13661,event_type 11,feature 203,4,resource_type 8,severity_type 1
14311,event_type 54,feature 46,1,resource_type 8,severity_type 2
3919,event_type 11,feature 70,7,resource_type 8,severity_type 1
11827,event_type 12,feature 307,3,resource_type 2,severity_type 1
7493,event_type 11,feature 75,4,resource_type 7,severity_type 2
15333,event_type 35,feature 301,1,resource_type 2,severity_type 4
16224,event_type 5,feature 170,84,resource_type 1,severity_type 1
4266,event_type 11,feature 273,2,resource_type 7,severity_type 1
14488,event_type 15,feature 201,1,resource_type 8,severity_type 1
831,event_type 34,feature 315,2,resource_type 2,severity_type 2
17365,event_type 50,feature 376,17,resource_type 2,severity_type 1
13382,event_type 11,feature 136,1,resource_type 8,severity_type 1
15998,event_type 42,feature 291,2,resource_type 2,severity_type 1
29,event_type 35,feature 316,7,resource_type 2,severity_type 2
2861,event_type 15,feature 193,1,resource_type 8,severity_type 1
2450,event_type 44,feature 368,8,resource_type 2,severity_type 1
11595,event_type 13,feature 164,1,resource_type 7,severity_type 1
15506,event_type 14,feature 304,1,resource_type 8,severity_type 1
16301,event_type 35,feature 232,1,resource_type 2,severity_type 2
2318,event_type 20,feature 312,1,resource_type 2,severity_type 1
14406,event_type 22,feature 273,1,resource_type 6,severity_type 1
15789,event_type 35,feature 232,1,resource_type 2,severity_type 2
1210,event_type 20,feature 301,1,resource_type 2,severity_type 1
13901,event_type 11,feature 170,125,resource_type 8,severity_type 1
15188,event_type 18,feature 273,2,resource_type 10,severity_type 1
16926,event_type 35,feature 312,5,resource_type 2,severity_type 2
17865,event_type 15,feature 82,22,resource_type 8,severity_type 2
10430,event_type 34,feature 312,14,resource_type 2,severity_type 2
9302,event_type 34,feature 312,11,resource_type 2,severity_type 2
10198,event_type 34,feature 312,1,resource_type 2,severity_type 2
12269,event_type 20,feature 199,3,resource_type 7,severity_type 1
1658,event_type 35,feature 232,6,resource_type 2,severity_type 2
1619,event_type 27,feature 154,2,resource_type 9,severity_type 1
8031,event_type 11,feature 71,1,resource_type 8,severity_type 1
11585,event_type 37,feature 365,1,resource_type 2,severity_type 4
12189,event_type 20,feature 134,1,resource_type 2,severity_type 1
3035,event_type 11,feature 68,2,resource_type 6,severity_type 1
6991,event_type 14,feature 306,1,resource_type 8,severity_type 1
1490,event_type 20,feature 134,1,resource_type 2,severity_type 1
9346,event_type 35,feature 312,4,resource_type 2,severity_type 2
6614,event_type 35,feature 315,16,resource_type 2,severity_type 2
4590,event_type 35,feature 233,2,resource_type 2,severity_type 2
8944,event_type 11,feature 54,2,resource_type 8,severity_type 1
4266,event_type 11,feature 134,2,resource_type 2,severity_type 1
11753,event_type 11,feature 75,4,resource_type 8,severity_type 4
16579,event_type 10,feature 153,4,resource_type 3,severity_type 5
15697,event_type 11,feature 76,3,resource_type 8,severity_type 1
9927,event_type 11,feature 232,2,resource_type 2,severity_type 1
16990,event_type 43,feature 283,42,resource_type 2,severity_type 1
14870,event_type 35,feature 314,79,resource_type 2,severity_type 2
4583,event_type 15,feature 201,1,resource_type 8,severity_type 2
3018,event_type 11,feature 73,20,resource_type 8,severity_type 1
15953,event_type 34,feature 232,8,resource_type 2,severity_type 2
17010,event_type 35,feature 233,3,resource_type 2,severity_type 2
13102,event_type 34,feature 312,6,resource_type 2,severity_type 2
11759,event_type 34,feature 312,35,resource_type 2,severity_type 2
11976,event_type 11,feature 201,3,resource_type 2,severity_type 1
7350,event_type 11,feature 8,1,resource_type 1,severity_type 1
7824,event_type 20,feature 219,1,resource_type 2,severity_type 1
5307,event_type 34,feature 232,6,resource_type 2,severity_type 2
16218,event_type 11,feature 54,28,resource_type 8,severity_type 1
290,event_type 44,feature 291,3,resource_type 2,severity_type 1
16088,event_type 54,feature 80,3,resource_type 8,severity_type 1
13996,event_type 11,feature 44,1,resource_type 8,severity_type 1
12824,event_type 20,feature 82,2,resource_type 2,severity_type 1
11225,event_type 11,feature 55,2,resource_type 8,severity_type 1
16909,event_type 23,feature 75,2,resource_type 8,severity_type 2
8773,event_type 42,feature 283,4,resource_type 2,severity_type 1
10434,event_type 42,feature 368,7,resource_type 2,severity_type 2
8013,event_type 34,feature 314,10,resource_type 2,severity_type 2
13762,event_type 42,feature 375,39,resource_type 2,severity_type 1
8765,event_type 11,feature 68,1,resource_type 8,severity_type 1
15514,event_type 34,feature 232,6,resource_type 2,severity_type 2
1882,event_type 15,feature 193,2,resource_type 8,severity_type 1
12201,event_type 34,feature 228,23,resource_type 2,severity_type 2
18170,event_type 15,feature 71,2,resource_type 8,severity_type 1
13269,event_type 15,feature 317,1,resource_type 2,severity_type 2
8987,event_type 23,feature 11,1,resource_type 7,severity_type 2
10725,event_type 20,feature 219,1,resource_type 2,severity_type 1
15313,event_type 35,feature 314,38,resource_type 2,severity_type 2
3299,event_type 20,feature 134,6,resource_type 2,severity_type 1
16925,event_type 11,feature 204,2,resource_type 8,severity_type 1
6518,event_type 20,feature 219,1,resource_type 2,severity_type 1
18230,event_type 15,feature 80,9,resource_type 8,severity_type 2
4327,event_type 35,feature 312,24,resource_type 2,severity_type 2
15821,event_type 43,feature 376,33,resource_type 2,severity_type 1
7752,event_type 11,feature 170,4,resource_type 8,severity_type 1
13168,event_type 26,feature 71,13,resource_type 9,severity_type 1
13002,event_type 11,feature 193,2,resource_type 8,severity_type 1
1282,event_type 11,feature 362,1,resource_type 8,severity_type 2
16262,event_type 35,feature 312,5,resource_type 2,severity_type 2
9506,event_type 35,feature 232,2,resource_type 2,severity_type 2
1740,event_type 35,feature 309,15,resource_type 2,severity_type 2
13359,event_type 11,feature 193,9,resource_type 8,severity_type 1
6592,event_type 35,feature 312,1,resource_type 2,severity_type 2
12660,event_type 38,feature 141,2,resource_type 1,severity_type 1
9808,event_type 11,feature 203,24,resource_type 8,severity_type 1
4261,event_type 35,feature 94,1,resource_type 2,severity_type 1
2613,event_type 35,feature 232,12,resource_type 2,severity_type 2
1164,event_type 11,feature 273,2,resource_type 4,severity_type 1
9102,event_type 35,feature 232,2,resource_type 2,severity_type 2
13992,event_type 35,feature 307,17,resource_type 2,severity_type 2
17409,event_type 22,feature 222,5,resource_type 4,severity_type 1
703,event_type 34,feature 313,3,resource_type 2,severity_type 2
2711,event_type 35,feature 219,1,resource_type 2,severity_type 1
4199,event_type 11,feature 232,1,resource_type 2,severity_type 2
7378,event_type 39,feature 240,2,resource_type 5,severity_type 1
2368,event_type 20,feature 237,1,resource_type 8,severity_type 1
6381,event_type 11,feature 42,4,resource_type 8,severity_type 1
4858,event_type 42,feature 289,1,resource_type 2,severity_type 1
9251,event_type 35,feature 160,2,resource_type 8,severity_type 1
11695,event_type 34,feature 312,23,resource_type 2,severity_type 2
6219,event_type 11,feature 84,1,resource_type 8,severity_type 1
10411,event_type 13,feature 273,1,resource_type 8,severity_type 1
3700,event_type 14,feature 222,1,resource_type 8,severity_type 1
13393,event_type 13,feature 75,1,resource_type 6,severity_type 1
6016,event_type 15,feature 71,6,resource_type 9,severity_type 2
13936,event_type 13,feature 242,1,resource_type 8,severity_type 1
11737,event_type 20,feature 171,21,resource_type 2,severity_type 1
13384,event_type 34,feature 227,2,resource_type 2,severity_type 2
5721,event_type 34,feature 316,2,resource_type 2,severity_type 2
2266,event_type 20,feature 201,1,resource_type 8,severity_type 1
6083,event_type 42,feature 291,34,resource_type 2,severity_type 1
6365,event_type 47,feature 370,1,resource_type 2,severity_type 1
16268,event_type 13,feature 306,2,resource_type 7,severity_type 1
1164,event_type 11,feature 54,61,resource_type 7,severity_type 1
6545,event_type 13,feature 261,1,resource_type 6,severity_type 1
5777,event_type 35,feature 307,1,resource_type 2,severity_type 2
7246,event_type 34,feature 231,2,resource_type 2,severity_type 2
3554,event_type 14,feature 273,1,resource_type 8,severity_type 1
17362,event_type 13,feature 273,1,resource_type 8,severity_type 1
6633,event_type 28,feature 35,2,resource_type 8,severity_type 1
4076,event_type 23,feature 306,1,resource_type 2,severity_type 1
420,event_type 23,feature 306,1,resource_type 7,severity_type 1
17564,event_type 34,feature 309,4,resource_type 2,severity_type 2
13406,event_type 11,feature 219,1,resource_type 8,severity_type 1
6262,event_type 15,feature 203,1,resource_type 2,severity_type 1
251,event_type 35,feature 313,3,resource_type 2,severity_type 2
17962,event_type 11,feature 195,15,resource_type 8,severity_type 1
15713,event_type 34,feature 232,1,resource_type 2,severity_type 2
18358,event_type 30,feature 212,1,resource_type 9,severity_type 1
1470,event_type 18,feature 256,1,resource_type 6,severity_type 1
15036,event_type 44,feature 290,1,resource_type 2,severity_type 1
14531,event_type 34,feature 313,1,resource_type 2,severity_type 2
15946,event_type 43,feature 283,6,resource_type 2,severity_type 1
2880,event_type 14,feature 145,3,resource_type 8,severity_type 1
6470,event_type 43,feature 375,3,resource_type 2,severity_type 2
10528,event_type 20,feature 312,1,resource_type 2,severity_type 1
3501,event_type 11,feature 193,2,resource_type 8,severity_type 1
16224,event_type 11,feature 141,1,resource_type 2,severity_type 1
11854,event_type 35,feature 232,27,resource_type 2,severity_type 2
17654,event_type 11,feature 94,2,resource_type 8,severity_type 1
9804,event_type 15,feature 82,28,resource_type 8,severity_type 2
406,event_type 22,feature 48,1,resource_type 6,severity_type 1
14931,event_type 15,feature 82,8,resource_type 8,severity_type 2
5837,event_type 14,feature 54,1,resource_type 8,severity_type 2
3533,event_type 13,feature 54,2,resource_type 7,severity_type 1
2917,event_type 7,feature 219,1,resource_type 8,severity_type 1
4065,event_type 20,feature 312,1,resource_type 2,severity_type 1
12780,event_type 14,feature 304,1,resource_type 7,severity_type 1
2793,event_type 21,feature 219,1,resource_type 8,severity_type 1
9734,event_type 34,feature 312,1,resource_type 2,severity_type 2
1379,event_type 23,feature 134,1,resource_type 6,severity_type 1
2383,event_type 11,feature 54,85,resource_type 8,severity_type 1
10425,event_type 20,feature 219,1,resource_type 2,severity_type 1
13232,event_type 11,feature 305,1,resource_type 7,severity_type 2
6837,event_type 34,feature 235,1,resource_type 2,severity_type 2
841,event_type 11,feature 170,1,resource_type 8,severity_type 1
6629,event_type 15,feature 203,7,resource_type 8,severity_type 2
11709,event_type 42,feature 376,109,resource_type 2,severity_type 1
2793,event_type 9,feature 149,6,resource_type 2,severity_type 1
14752,event_type 11,feature 76,1,resource_type 8,severity_type 2
6563,event_type 11,feature 134,1,resource_type 7,severity_type 1
5708,event_type 20,feature 301,6,resource_type 2,severity_type 1
2564,event_type 20,feature 219,1,resource_type 2,severity_type 1
9033,event_type 11,feature 80,4,resource_type 8,severity_type 1
16433,event_type 11,feature 201,2,resource_type 8,severity_type 1
462,event_type 11,feature 80,5,resource_type 8,severity_type 1
11566,event_type 34,feature 232,2,resource_type 2,severity_type 2
1729,event_type 35,feature 301,2,resource_type 8,severity_type 1
4259,event_type 35,feature 315,2,resource_type 2,severity_type 2
403,event_type 42,feature 283,5,resource_type 2,severity_type 1
687,event_type 42,feature 291,4,resource_type 2,severity_type 1
10609,event_type 11,feature 336,1,resource_type 10,severity_type 1
8523,event_type 15,feature 362,1,resource_type 8,severity_type 1
13581,event_type 34,feature 313,2,resource_type 2,severity_type 2
15144,event_type 15,feature 108,6,resource_type 8,severity_type 1
13045,event_type 23,feature 197,6,resource_type 7,severity_type 2
8872,event_type 11,feature 171,1,resource_type 8,severity_type 2
12016,event_type 34,feature 310,29,resource_type 2,severity_type 2
6225,event_type 11,feature 71,7,resource_type 8,severity_type 1
16695,event_type 35,feature 312,3,resource_type 2,severity_type 2
17153,event_type 35,feature 233,2,resource_type 2,severity_type 2
1528,event_type 11,feature 80,5,resource_type 8,severity_type 1
16577,event_type 54,feature 203,12,resource_type 8,severity_type 1
1213,event_type 34,feature 301,1,resource_type 2,severity_type 1
142,event_type 11,feature 193,2,resource_type 8,severity_type 1
4266,event_type 23,feature 223,1,resource_type 8,severity_type 1
12763,event_type 35,feature 233,2,resource_type 2,severity_type 2
6228,event_type 35,feature 232,1,resource_type 2,severity_type 2
12476,event_type 20,feature 219,1,resource_type 2,severity_type 1
12602,event_type 11,feature 362,1,resource_type 8,severity_type 1
17301,event_type 42,feature 291,3,resource_type 2,severity_type 1
18039,event_type 11,feature 197,8,resource_type 8,severity_type 2
1342,event_type 23,feature 75,7,resource_type 8,severity_type 2
5726,event_type 11,feature 87,1,resource_type 6,severity_type 1
17262,event_type 43,feature 293,1,resource_type 2,severity_type 1
8537,event_type 11,feature 55,2,resource_type 8,severity_type 1
10444,event_type 11,feature 232,1,resource_type 8,severity_type 2
18150,event_type 11,feature 71,1,resource_type 8,severity_type 1
403,event_type 42,feature 368,5,resource_type 2,severity_type 1
11093,event_type 15,feature 71,1,resource_type 8,severity_type 1
12383,event_type 13,feature 179,4,resource_type 6,severity_type 1
6228,event_type 35,feature 307,1,resource_type 2,severity_type 2
12003,event_type 3,feature 158,1,resource_type 8,severity_type 1
17165,event_type 15,feature 193,2,resource_type 2,severity_type 1
3691,event_type 11,feature 71,15,resource_type 8,severity_type 1
14127,event_type 15,feature 203,6,resource_type 2,severity_type 1
5075,event_type 11,feature 202,9,resource_type 2,severity_type 1
17800,event_type 35,feature 312,2,resource_type 2,severity_type 2
12264,event_type 11,feature 68,2,resource_type 6,severity_type 1
12824,event_type 20,feature 219,1,resource_type 2,severity_type 1
3286,event_type 15,feature 71,7,resource_type 9,severity_type 2
18358,event_type 10,feature 218,1,resource_type 8,severity_type 1
8578,event_type 34,feature 312,2,resource_type 2,severity_type 2
15137,event_type 34,feature 235,1,resource_type 2,severity_type 2
16046,event_type 34,feature 309,7,resource_type 2,severity_type 2
12774,event_type 34,feature 233,1,resource_type 8,severity_type 2
437,event_type 11,feature 201,1,resource_type 8,severity_type 1
13546,event_type 11,feature 277,1,resource_type 8,severity_type 1
6284,event_type 23,feature 12,1,resource_type 2,severity_type 1
16494,event_type 15,feature 349,1,resource_type 8,severity_type 1
14066,event_type 34,feature 313,4,resource_type 2,severity_type 2
15036,event_type 43,feature 290,1,resource_type 2,severity_type 1
17795,event_type 34,feature 211,15,resource_type 2,severity_type 1
17464,event_type 34,feature 235,2,resource_type 2,severity_type 2
6533,event_type 13,feature 273,1,resource_type 8,severity_type 1
5602,event_type 15,feature 276,1,resource_type 9,severity_type 2
7602,event_type 34,feature 232,1,resource_type 2,severity_type 2
17156,event_type 15,feature 203,24,resource_type 8,severity_type 2
1478,event_type 34,feature 307,6,resource_type 2,severity_type 2
12770,event_type 43,feature 375,10,resource_type 2,severity_type 1
18055,event_type 11,feature 193,4,resource_type 8,severity_type 1
13675,event_type 11,feature 160,1,resource_type 2,severity_type 2
549,event_type 35,feature 313,85,resource_type 2,severity_type 2
4858,event_type 50,feature 289,1,resource_type 2,severity_type 1
11586,event_type 22,feature 75,1,resource_type 7,severity_type 4
15433,event_type 15,feature 56,1,resource_type 8,severity_type 2
10960,event_type 11,feature 191,1,resource_type 8,severity_type 1
13609,event_type 34,feature 232,3,resource_type 2,severity_type 2
3998,event_type 34,feature 312,3,resource_type 2,severity_type 2
17857,event_type 35,feature 312,1,resource_type 8,severity_type 1
3183,event_type 22,feature 54,16,resource_type 7,severity_type 1
14964,event_type 15,feature 80,2,resource_type 8,severity_type 2
12903,event_type 20,feature 232,5,resource_type 8,severity_type 1
10361,event_type 35,feature 134,1,resource_type 2,severity_type 1
17666,event_type 34,feature 228,7,resource_type 2,severity_type 2
18379,event_type 22,feature 306,6,resource_type 8,severity_type 2
14658,event_type 34,feature 221,1,resource_type 2,severity_type 1
7399,event_type 34,feature 232,3,resource_type 2,severity_type 2
18179,event_type 11,feature 197,11,resource_type 8,severity_type 1
1203,event_type 34,feature 211,1,resource_type 8,severity_type 1
2334,event_type 34,feature 232,1,resource_type 2,severity_type 2
15624,event_type 15,feature 193,5,resource_type 8,severity_type 1
14066,event_type 35,feature 229,4,resource_type 2,severity_type 2
12985,event_type 11,feature 154,2,resource_type 3,severity_type 1
345,event_type 44,feature 368,7,resource_type 2,severity_type 1
9270,event_type 20,feature 312,1,resource_type 2,severity_type 1
11171,event_type 42,feature 376,8,resource_type 2,severity_type 1
8442,event_type 34,feature 314,2,resource_type 2,severity_type 2
10432,event_type 43,feature 368,5,resource_type 2,severity_type 1
6650,event_type 34,feature 312,4,resource_type 2,severity_type 2
10376,event_type 11,feature 193,6,resource_type 8,severity_type 1
13663,event_type 11,feature 43,3,resource_type 8,severity_type 1
1877,event_type 13,feature 68,12,resource_type 8,severity_type 1
6168,event_type 18,feature 273,1,resource_type 6,severity_type 1
11493,event_type 34,feature 189,1,resource_type 8,severity_type 1
9361,event_type 11,feature 223,1,resource_type 7,severity_type 1
5386,event_type 35,feature 314,2,resource_type 2,severity_type 2
7332,event_type 36,feature 353,2,resource_type 2,severity_type 1
1164,event_type 13,feature 163,2,resource_type 8,severity_type 1
11700,event_type 13,feature 68,3,resource_type 6,severity_type 1
5329,event_type 34,feature 301,2,resource_type 8,severity_type 1
13499,event_type 15,feature 82,42,resource_type 8,severity_type 2
580,event_type 35,feature 312,4,resource_type 2,severity_type 2
3700,event_type 22,feature 170,5,resource_type 2,severity_type 1
2571,event_type 45,feature 290,3,resource_type 2,severity_type 1
15108,event_type 11,feature 171,1,resource_type 8,severity_type 2
18332,event_type 34,feature 309,4,resource_type 2,severity_type 2
5430,event_type 36,feature 232,2,resource_type 8,severity_type 1
16814,event_type 54,feature 183,1,resource_type 8,severity_type 2
1402,event_type 34,feature 307,1,resource_type 8,severity_type 2
5895,event_type 35,feature 313,1,resource_type 2,severity_type 2
18155,event_type 35,feature 313,5,resource_type 2,severity_type 2
1264,event_type 15,feature 219,1,resource_type 8,severity_type 1
9991,event_type 34,feature 234,1,resource_type 2,severity_type 2
3054,event_type 11,feature 68,1,resource_type 2,severity_type 1
8431,event_type 15,feature 203,16,resource_type 8,severity_type 1
11746,event_type 14,feature 273,1,resource_type 6,severity_type 1
17772,event_type 35,feature 227,2,resource_type 2,severity_type 1
18191,event_type 15,feature 82,32,resource_type 8,severity_type 2
10158,event_type 22,feature 306,5,resource_type 7,severity_type 4
5052,event_type 35,feature 313,2,resource_type 2,severity_type 2
11696,event_type 20,feature 68,1,resource_type 2,severity_type 1
1035,event_type 14,feature 162,1,resource_type 2,severity_type 1
5827,event_type 11,feature 191,12,resource_type 8,severity_type 1
7425,event_type 35,feature 312,2,resource_type 2,severity_type 2
16224,event_type 5,feature 8,1,resource_type 8,severity_type 1
11552,event_type 18,feature 330,1,resource_type 10,severity_type 1
4266,event_type 23,feature 273,2,resource_type 6,severity_type 1
10544,event_type 34,feature 307,1,resource_type 2,severity_type 2
15506,event_type 22,feature 222,1,resource_type 6,severity_type 1
16638,event_type 30,feature 150,1,resource_type 3,severity_type 1
9705,event_type 35,feature 307,3,resource_type 2,severity_type 2
6854,event_type 11,feature 195,2,resource_type 8,severity_type 1
3742,event_type 23,feature 222,2,resource_type 4,severity_type 1
6633,event_type 10,feature 212,2,resource_type 3,severity_type 1
16046,event_type 35,feature 316,2,resource_type 2,severity_type 2
15506,event_type 14,feature 54,7,resource_type 4,severity_type 1
4439,event_type 35,feature 312,4,resource_type 2,severity_type 2
17538,event_type 11,feature 193,19,resource_type 8,severity_type 1
12926,event_type 13,feature 118,2,resource_type 4,severity_type 1
4813,event_type 15,feature 203,14,resource_type 8,severity_type 1
11696,event_type 14,feature 91,1,resource_type 7,severity_type 1
6148,event_type 54,feature 360,2,resource_type 2,severity_type 5
12329,event_type 42,feature 283,4,resource_type 2,severity_type 1
7755,event_type 34,feature 308,1,resource_type 2,severity_type 2
12363,event_type 15,feature 203,2,resource_type 8,severity_type 2
12197,event_type 34,feature 221,1,resource_type 2,severity_type 2
6240,event_type 20,feature 219,1,resource_type 8,severity_type 1
13857,event_type 35,feature 309,2,resource_type 2,severity_type 2
15976,event_type 13,feature 265,1,resource_type 10,severity_type 1
14048,event_type 15,feature 80,1,resource_type 8,severity_type 1
17464,event_type 35,feature 315,2,resource_type 2,severity_type 2
1248,event_type 11,feature 306,2,resource_type 6,severity_type 1
9996,event_type 15,feature 193,3,resource_type 8,severity_type 1
4301,event_type 34,feature 312,6,resource_type 2,severity_type 2
16207,event_type 20,feature 307,1,resource_type 2,severity_type 1
15825,event_type 15,feature 80,3,resource_type 8,severity_type 2
9803,event_type 35,feature 312,1,resource_type 2,severity_type 2
5537,event_type 13,feature 273,1,resource_type 6,severity_type 1
15680,event_type 11,feature 193,2,resource_type 8,severity_type 1
